table,columns
aws_api_gatewayv2_route,"{route_key,api_id,route_id,api_gateway_managed,api_key_required,authorization_type,authorizer_id,model_selection_expression,operation_name,route_response_selection_expression,target,authorization_scopes,request_models,request_parameters,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dax_parameter_group,"{parameter_group_name,description,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_access_point,"{name,access_point_arn,bucket_name,alias,access_point_policy_is_public,block_public_acls,block_public_policy,ignore_public_acls,restrict_public_buckets,creation_date,network_origin,vpc_id,endpoints,policy,policy_std,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_instance_group,"{name,id,arn,cluster_id,instance_group_type,instance_type,state,bid_price,configurations_version,ebs_optimized,last_successfully_applied_configurations_version,market,custom_ami_id,requested_instance_count,running_instance_count,autoscaling_policy,configurations,ebs_block_devices,last_successfully_applied_configurations,shrink_policy,state_change_reason,status_timeline,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_health_event,"{arn,event_region,description,availability_zone,start_time,end_time,event_scope_code,event_type_category,event_type_code,last_updated_time,service,status_code,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ram_resource_association,"{resource_share_name,resource_share_arn,status,associated_entity,association_type,creation_time,external,last_updated_time,status_message,resource_share_permission,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_resource_explorer_search,"{arn,resource_type,service,owning_account_id,last_reported_at,properties,view_arn,query,region,sp_connection_name,sp_ctx,_ctx}"
aws_appconfig_application,"{id,name,arn,description,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_egress_only_internet_gateway,"{id,attachments,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_spot_price,"{availability_zone,instance_type,product_description,spot_price,create_timestamp,start_time,end_time,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_transfer_server,"{arn,server_id,domain,identity_provider_type,endpoint_type,logging_role,state,user_count,certificate,host_key_fingerprint,pre_authentication_login_banner,post_authentication_login_banner,security_policy_name,identity_provider_details,protocol_details,endpoint_details,protocols,workflow_details,structured_log_destinations,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_workload,"{workload_name,workload_arn,workload_id,architectural_design,description,environment,improvement_status,industry,industry_type,is_review_owner_update_acknowledged,notes,owner,review_owner,review_restriction_date,share_invitation_id,updated_at,account_ids,aws_regions,lenses,non_aws_regions,pillar_priorities,risk_counts,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_acmpca_certificate_authority,"{arn,created_at,failure_reason,key_storage_security_standard,last_state_change_at,not_after,not_before,owner_account,restorable_until,serial,status,type,usage_mode,certificate_authority_configuration,revocation_configuration,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_auditmanager_evidence_folder,"{name,id,arn,assessment_id,control_set_id,assessment_report_selection_count,author,control_id,control_name,data_source,date,evidence_aws_service_source_count,evidence_by_type_compliance_check_count,evidence_by_type_compliance_check_issues_count,evidence_by_type_configuration_data_count,evidence_by_type_manual_count,evidence_by_type_user_activity_count,evidence_resources_included_count,total_evidence,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_list_based_cmds_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_resource_policy,"{policy_name,last_updated_time,policy,policy_std,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ses_domain_identity,"{identity,arn,verification_status,verification_token,dkim_attributes,identity_mail_from_domain_attributes,notification_attributes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_resolver_endpoint,"{name,id,arn,creation_time,creator_request_id,preferred_instance_type,resolver_endpoint_type,outpost_arn,direction,host_vpc_id,ip_address_count,modification_time,status,status_message,ip_addresses,security_group_ids,protocols,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_group,"{name,arn,log_group_arn,log_group_class,creation_time,kms_key_id,metric_filter_count,retention_in_days,stored_bytes,data_protection_status,inherited_properties,data_protection,data_protection_policy,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssoadmin_permission_set,"{name,arn,created_date,description,instance_arn,relay_state,session_duration,tags_src,inline_policy,inline_policy_std,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_emergency_contact,"{priority,email_address,phone_number,contact_notes,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securitylake_data_lake,"{kms_key_id,arn,create_status,replication_role_arn,s3_bucket_arn,source_name,status,replication_destination_regions,source_statuses,retention_settings,replication_configuration,lifecycle_configuration,update_status,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_method,"{rest_api_id,resource_id,http_method,path,path_part,api_key_required,authorization_type,authorizer_id,operation_name,request_validator_id,authorization_scopes,method_integration,method_responses,request_models,request_parameters,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_load_balancer_listener_rule,"{arn,priority,listener_arn,is_default,actions,conditions,tags_src,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_virtual_mfa_device,"{serial_number,enable_date,assignment_status,user_id,user_name,user,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudformation_stack_resource,"{logical_resource_id,stack_name,stack_id,last_updated_timestamp,resource_status,resource_type,description,metadata,physical_resource_id,resource_status_reason,drift_information,module_info,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_trusted_advisor_check_summary,"{name,check_id,category,language,description,status,timestamp,resources_flagged,resources_ignored,resources_processed,resources_suppressed,category_specific_summary,metadata,title,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_bedrock_foundation_model,"{arn,model_id,model_name,provider_name,input_modalities,output_modalities,customizations_supported,inference_types_supported,model_lifecycle,response_streaming_supported,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ebs_volume_metric_write_ops_hourly,"{volume_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_parameter_group,"{cache_parameter_group_name,arn,description,cache_parameter_group_family,is_global,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_subscription,"{subscription_state,start_time,end_time,time_commitment_in_seconds,auto_renew,proactive_engagement_status,arn,subscription_limits,limits,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_response_headers_policy,"{name,id,arn,last_modified_time,type,etag,response_headers_policy_config,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_usage,"{dimension_1,dimension_2,search_start_time,search_end_time,granularity,dimension_type_1,dimension_type_2,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_internet_gateway,"{internet_gateway_id,owner_id,attachments,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_reserved_db_instance,"{reserved_db_instance_id,arn,reserved_db_instances_offering_id,state,class,currency_code,db_instance_count,duration,fixed_price,lease_id,multi_az,offering_type,product_description,start_time,usage_price,recurring_charges,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_cpu_utilization_daily,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_rest_api,"{name,api_id,root_resource_id,version,api_key_source,created_date,description,minimum_compression_size,policy,policy_std,binary_media_types,endpoint_configuration_types,endpoint_configuration_vpc_endpoint_ids,warnings,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_function_metric_invocations_daily,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iot_thing_group,"{group_name,thing_group_id,thing_group_description,creation_date,parent_group_name,arn,status,index_name,query_string,query_version,version,attribute_payload,root_to_parent_thing_groups,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_transfer_user,"{arn,server_id,user_name,home_directory,home_directory_mappings,home_directory_type,role,ssh_public_key_count,ssh_public_keys,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_object,"{key,arn,bucket_name,last_modified,storage_class,version_id,accept_ranges,body,bucket_key_enabled,cache_control,checksum_crc32,checksum_crc32c,checksum_sha1,checksum_sha256,content_disposition,content_encoding,content_language,content_length,content_range,content_type,delete_marker,expiration,expires,etag,object_lock_legal_hold_status,object_lock_mode,object_lock_retain_until_date,prefix,replication_status,request_charged,restore,server_side_encryption,size,sse_customer_algorithm,sse_customer_key,sse_customer_key_md5,sse_kms_key_id,tag_count,website_redirection_location,acl,checksum,metadata,object_parts,owner,tags_src,tags,title,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_event_rule,"{name,arn,description,state,event_bus_name,created_by,role_arn,schedule_expression,managed_by,event_pattern,name_prefix,targets,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_instance_profile,"{instance_profile_name,arn,instance_profile_id,create_date,path,roles,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_product,"{name,product_arn,activation_url,company_name,description,marketplace_url,categories,integration_types,product_subscription_resource_policy,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_route_table,"{route_table_id,vpc_id,owner_id,associations,routes,propagating_vgws,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshift_cluster_metric_cpu_utilization_daily,"{cluster_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_regional_settings,"{default_ebs_encryption_enabled,default_ebs_encryption_key,snapshot_block_public_access_state,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_security_group_rule,"{security_group_rule_id,group_id,is_egress,type,group_owner_id,description,ip_protocol,from_port,to_port,cidr_ipv4,cidr_ipv6,referenced_group_id,referenced_peering_status,referenced_user_id,referenced_vpc_id,referenced_vpc_peering_connection_id,prefix_list_id,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dynamodb_metric_account_provisioned_write_capacity_util,"{metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_resource_monthly,"{resource_id,dimension_key,dimension_value,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3tables_table_bucket,"{name,arn,created_at,table_bucket_id,owner_account_id,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_application_load_balancer_metric_request_count,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_delivery_destination,"{name,arn,destination_resource_arn,delivery_destination_type,output_format,policy,title,tags,akas,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_notification,"{current_lens_version,latest_lens_version,lens_alias,lens_arn,type,workload_id,workload_name,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_event,"{log_group_name,log_stream_name,event_id,timestamp,ingestion_time,filter,message,message_json,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_quicksight_user,"{user_name,arn,quicksight_account_id,email,role,identity_type,active,principal_id,external_login_id,namespace,custom_permissions_name,external_login_federation_provider_type,external_login_federation_provider_url,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ram_principal_association,"{resource_share_name,resource_share_arn,status,associated_entity,association_type,creation_time,external,last_updated_time,status_message,resource_share_permission,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_legal_hold,"{legal_hold_id,arn,creation_date,status,cancellation_date,description,cancel_description,retain_record_until,recovery_point_selection,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_function_metric_duration_daily,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector_assessment_run,"{name,arn,assessment_template_arn,state,completed_at,created_at,data_collected,duration_in_seconds,started_at,state_changed_at,finding_counts,notifications,rules_package_arns,state_changes,user_attributes_for_findings,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_record_type_monthly,"{linked_account_id,record_type,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_service_monthly,"{service,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_managed_instance_patch_state,"{instance_id,baseline_id,operation,operation_end_time,operation_start_time,patch_group,critical_non_compliant_count,failed_count,installed_count,installed_other_count,installed_pending_reboot_count,installed_rejected_count,last_no_reboot_install_operation_time,missing_count,not_applicable_count,install_override_list,other_non_compliant_count,owner_information,reboot_option,security_non_compliant_count,snapshot_id,unreported_not_applicable_count,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_inventory_entry,"{instance_id,type_name,capture_time,schema_version,entries,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_authorizer,"{id,name,rest_api_id,auth_type,authorizer_credentials,authorizer_uri,identity_validation_expression,authorizer_result_ttl_in_seconds,identity_source,provider_arns,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_costoptimizationhub_recommendation,"{recommendation_id,resource_arn,resource_id,recommendation_account_id,action_type,currency_code,current_resource_summary,current_resource_type,estimated_monthly_cost,estimated_monthly_savings,estimated_savings_percentage,implementation_effort,last_refresh_timestamp,recommendation_lookback_period_in_days,recommended_resource_summary,recommended_resource_type,resource_region,restart_needed,rollback_possible,source,current_resource_details,recommended_resource_details,tags_src,tags,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_network_load_balancer,"{name,arn,type,enforce_security_group_inbound_rules_on_private_link_traffic,scheme,canonical_hosted_zone_id,created_time,customer_owned_ipv4_pool,dns_name,ip_address_type,state_code,state_reason,vpc_id,availability_zones,security_groups,load_balancer_attributes,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_new_connections_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_publishing_destination,"{destination_id,arn,detector_id,destination_arn,destination_type,kms_key_arn,publishing_failure_start_timestamp,status,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_enabled_product_subscription,"{arn,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dynamodb_table_export,"{arn,export_status,export_type,billed_size_bytes,client_token,end_time,export_format,export_manifest,export_time,failure_code,failure_message,item_count,s3_bucket,s3_bucket_owner,s3_prefix,s3_sse_algorithm,s3_sse_kms_key_id,start_time,table_arn,table_id,incremental_export_specification,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_keyspaces_keyspace,"{keyspace_name,arn,replication_strategy,replication_regions,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wellarchitected_lens_review_report,"{lens_alias,lens_arn,workload_id,milestone_number,base64_string,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_auditmanager_assessment,"{name,id,arn,status,compliance_type,assessment_report_destination,assessment_report_destination_type,creation_time,description,last_updated,aws_account,delegations,framework,scope,roles,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_cluster_snapshot,"{db_cluster_snapshot_identifier,arn,type,db_cluster_resource_id,engine_mode,snapshot_type,status,db_cluster_identifier,create_time,allocated_storage,cluster_create_time,engine,engine_version,iam_database_authentication_enabled,kms_key_id,license_model,master_user_name,percent_progress,port,source_db_cluster_snapshot_arn,storage_encrypted,vpc_id,availability_zones,db_cluster_snapshot_attributes,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_destination,"{destination_name,arn,creation_time,role_arn,target_arn,title,akas,sp_connection_name,sp_ctx,_ctx}"
aws_shield_protection_group,"{protection_group_id,aggregation,pattern,resource_type,arn,members,tags_src,title,akas,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_service_usage_type_monthly,"{service,usage_type,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codepipeline_pipeline,"{name,arn,created_at,execution_mode,pipeline_type,role_arn,updated_at,version,encryption_key,triggers,variables,artifact_stores,stages,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_task,"{task_arn,container_instance_arn,cluster_name,desired_status,launch_type,availability_zone,capacity_provider_name,cluster_arn,connectivity,connectivity_at,cpu,created_at,enable_execute_command,execution_stopped_at,group,health_status,last_status,memory,platform_version,pull_started_at,pull_stopped_at,service_name,started_at,started_by,stop_code,stopped_at,stopped_reason,stopping_at,task_definition_arn,platform_family,version,attachments,attributes,containers,ephemeral_storage,inference_accelerators,overrides,protection,tags_src,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_vpn_gateway,"{vpn_gateway_id,state,type,amazon_side_asn,availability_zone,vpc_attachments,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_event_data_store,"{name,arn,status,billing_mode,federation_role_arn,federation_status,kms_key_id,created_timestamp,multi_region_enabled,organization_enabled,retention_period,termination_protection_enabled,updated_timestamp,advanced_event_selectors,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_fms_policy,"{policy_name,policy_id,arn,policy_description,policy_status,resource_type,exclude_resource_tags,remediation_enabled,security_service_policy_data,delete_unused_fm_managed_resources,policy_update_token,exclude_map,include_map,resource_set_ids,resource_tags,resource_type_list,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafv2_ip_set,"{name,arn,id,scope,description,ip_address_version,lock_token,addresses,tags_src,title,tags,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_redis_metric_cache_hits_hourly,"{cache_cluster_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_application_load_balancer,"{name,arn,type,scheme,canonical_hosted_zone_id,vpc_id,created_time,customer_owned_ipv4_pool,dns_name,ip_address_type,state_code,state_reason,availability_zones,security_groups,load_balancer_attributes,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codebuild_project,"{name,arn,description,concurrent_build_limit,created,last_modified,encryption_key,public_project_alias,resource_access_role,queued_timeout_in_minutes,service_role,source_version,timeout_in_minutes,artifacts,badge,build_batch_config,cache,environment,file_system_locations,logs_config,project_visibility,secondary_artifacts,secondary_source_versions,secondary_sources,source,vpc_config,webhook,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_drs_recovery_instance,"{recovery_instance_id,arn,source_server_id,agent_version,origin_availability_zone,ec2_instance_id,ec2_instance_state,is_drill,job_id,origin_environment,point_in_time_snapshot_date_time,data_replication_info,failback,recovery_instance_properties,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_trusted_advisor_check_result,"{check_id,language,status,timestamp,flagged_resource_id,flagged_resource_status,flagged_resource_region,flagged_resource_is_suppressed,flagged_resource_metadata,resources_summary,category_specific_summary,title,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector_exclusion,"{arn,assessment_run_arn,attributes,description,recommendation,scopes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eventbridge_bus,"{name,arn,policy,policy_std,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_managed_instance_compliance,"{id,name,resource_id,status,compliance_type,resource_type,severity,details,execution_summary,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_emr_cluster_metric_is_idle,"{id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_access_advisor,"{principal_arn,service_name,service_namespace,last_authenticated,last_authenticated_entity,last_authenticated_region,total_authenticated_entities,tracked_actions_last_accessed,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_service_daily,"{service,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_service_discovery_service,"{name,id,arn,create_date,description,namespace_id,instance_count,type,routing_policy,dns_records,health_check_config,health_check_custom_config,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_insight,"{name,arn,group_by_attribute,filters,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cognito_identity_pool,"{identity_pool_id,allow_unauthenticated_identities,identity_pool_name,allow_classic_flow,cognito_identity_providers,developer_provider_name,open_id_connect_provider_arns,saml_provider_arns,supported_login_providers,akas,tags,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_network_load_balancer_metric_net_flow_count,"{name,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_by_record_type_daily,"{linked_account_id,record_type,period_start,period_end,estimated,blended_cost_amount,blended_cost_unit,unblended_cost_amount,unblended_cost_unit,net_unblended_cost_amount,net_unblended_cost_unit,amortized_cost_amount,amortized_cost_unit,net_amortized_cost_amount,net_amortized_cost_unit,usage_quantity_amount,usage_quantity_unit,normalized_usage_amount,normalized_usage_unit,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_action,"{action,prefix,privilege,access_level,description,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_channel,"{name,arn,apply_to_all_regions,source,advanced_event_selectors,ingestion_status,destinations,source_config,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_networkfirewall_firewall,"{arn,name,vpc_id,delete_protection,description,id,policy_arn,policy_change_protection,subnet_change_protection,encryption_configuration,firewall_status,subnet_mappings,logging_configuration,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_redshift_subnet_group,"{cluster_subnet_group_name,subnet_group_status,description,vpc_id,subnets,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_connect_instance,"{id,arn,instance_alias,instance_status,identity_management_type,instance_access_url,service_role,created_time,status_reason,inbound_calls_enabled,outbound_calls_enabled,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudfront_function,"{name,arn,status,e_tag,function_config,function_metadata,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dlm_lifecycle_policy,"{policy_id,arn,description,default_policy,date_created,date_modified,execution_role_arn,policy_type,state,status_message,policy_details,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticsearch_domain,"{domain_name,engine_type,domain_id,arn,elasticsearch_version,endpoint,endpoints,access_policies,domain_processing_status,created,deleted,processing,upgrade_processing,enabled,policy_std,ebs_options,advanced_options,advanced_security_options,auto_tune_options,cognito_options,domain_endpoint_options,elasticsearch_cluster_config,encryption_at_rest_options,log_publishing_options,service_software_options,snapshot_options,vpc_options,change_progress_details,modifying_properties,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_engine_version,"{engine,engine_version,arn,status,create_time,custom_db_engine_version_manifest,list_supported_character_sets,engine_mode,list_supported_timezones,default_only,db_engine_description,db_engine_media_type,db_engine_version_description,db_parameter_group_family,database_installation_files_s3_bucket_name,database_installation_files_s3_prefix,kms_key_id,major_engine_version,supports_babelfish,supports_certificate_rotation_without_restart,supports_global_databases,supports_log_exports_to_cloudwatch_logs,supports_parallel_query,supports_read_replica,exportable_log_types,image,supported_feature_names,supported_nchar_character_sets,supported_timezones,valid_upgrade_target,tag_list,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_write_iops_daily,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_globalaccelerator_listener,"{arn,accelerator_arn,client_affinity,port_ranges,protocol,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
